,loss,accuracy,val_loss,val_accuracy
0,0.7549482583999634,0.529296875,0.7042753100395203,0.5152027010917664
1,0.7315257787704468,0.5513392686843872,0.7501065731048584,0.49746620655059814
2,0.6920331120491028,0.5901227593421936,0.6644543409347534,0.6005067825317383
3,0.6837905645370483,0.6389508843421936,0.6482763290405273,0.6300675868988037
4,0.5582539439201355,0.7273995280265808,0.645695686340332,0.6731418967247009
5,0.44659584760665894,0.8108258843421936,0.5442159175872803,0.7179054021835327
6,0.3504122793674469,0.865234375,0.5139589309692383,0.7795608043670654
7,0.23134736716747284,0.9107142686843872,0.4634144902229309,0.8260135054588318
8,0.17435713112354279,0.9428013563156128,0.5285272598266602,0.8141891956329346
9,0.15429799258708954,0.9478236436843872,0.42590686678886414,0.8361486196517944
10,0.10295780748128891,0.96484375,0.520513117313385,0.8319256901741028
11,0.08221717923879623,0.9757254719734192,0.5148441195487976,0.8285472989082336
12,0.05846759304404259,0.9813057780265808,0.6357472538948059,0.8319256901741028
13,0.053606368601322174,0.9854910969734192,0.5707984566688538,0.8429054021835327
14,0.07320698350667953,0.9771205186843872,0.5630773305892944,0.8293918967247009
15,0.0613473542034626,0.9813057780265808,0.5751844644546509,0.8293918967247009
16,0.05705181509256363,0.9829798936843872,0.5223774909973145,0.8623310923576355
17,0.04312250018119812,0.9877232313156128,0.6050326824188232,0.84375
18,0.04571372643113136,0.9857701063156128,0.5693232417106628,0.8462837934494019
19,0.015999192371964455,0.9958147406578064,0.7735611200332642,0.8412162065505981
20,0.05948832631111145,0.982421875,0.6241599917411804,0.837837815284729
21,0.0484592579305172,0.986328125,0.5893561840057373,0.8640202879905701
22,0.048529189079999924,0.9835379719734192,0.5441848039627075,0.8217905163764954
23,0.028476564213633537,0.9888392686843872,0.6891356110572815,0.8665540814399719
24,0.04671477898955345,0.9852120280265808,0.6037325263023376,0.8327702879905701
25,0.04744666442275047,0.9880022406578064,0.6058277487754822,0.8454391956329346
26,0.04664849489927292,0.9857701063156128,0.6417085528373718,0.8420608043670654
27,0.05469851568341255,0.9871651530265808,0.61679607629776,0.8386824131011963
28,0.036305252462625504,0.9871651530265808,0.6321781873703003,0.8479729890823364
